Tow, numSats, gnssID, svID, elev, azim, prRes, CNO
295390600,34,0,1,7,55,0,0,0,10,18,328,-1,37,0,11,16,44,-248,24,0,13,50,169,-17,42,0,15,59,233,11,43,0,17,32,123,3,42,0,18,11,30,39,21,0,19,16,146,0,0,0,20,23,300,16,37,0,24,38,272,24,39,0,28,50,68,2,36,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,1,38,2,3,30,188,-6,36,2,7,24,315,-2,35,2,8,53,256,-13,39,2,11,11,99,0,0,2,12,21,48,1,19,2,24,15,67,185,7,2,25,65,82,25,40,2,30,6,242,0,0,2,33,9,359,-394,18,5,3,13,44,-883,20,6,1,25,200,-46,26,6,2,54,279,-10,43,6,3,21,335,-16,36,6,10,23,69,6,34,6,11,80,45,7,44,6,12,49,260,59,41,6,19,14,359,20,19,6,20,32,57,-81,28,6,21,15,114,48,31,
295390800,34,0,1,7,55,0,0,0,10,18,328,-3,37,0,11,16,44,-250,24,0,13,50,169,-17,42,0,15,59,233,12,43,0,17,32,123,3,42,0,18,11,30,40,21,0,19,16,146,0,0,0,20,23,300,15,37,0,24,38,272,24,39,0,28,50,68,2,36,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,3,38,2,3,30,188,-6,36,2,7,24,315,-1,35,2,8,53,256,-11,39,2,11,11,99,0,0,2,12,21,48,-2,19,2,24,15,67,185,7,2,25,65,82,25,40,2,30,6,242,0,0,2,33,9,359,-386,18,5,3,13,44,-886,20,6,1,25,200,-48,27,6,2,54,279,-9,43,6,3,21,335,-15,36,6,10,23,69,3,34,6,11,80,45,7,44,6,12,49,260,58,41,6,19,14,359,17,19,6,20,32,57,-58,28,6,21,15,114,33,31,
295391000,34,0,1,7,55,0,0,0,10,18,328,-3,37,0,11,16,44,-248,25,0,13,50,169,-15,42,0,15,59,233,11,43,0,17,32,123,5,42,0,18,11,30,28,21,0,19,16,146,0,0,0,20,23,300,15,37,0,24,38,272,22,39,0,28,50,68,2,36,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,5,38,2,3,30,188,-5,36,2,7,24,315,-1,35,2,8,53,256,-10,39,2,11,11,99,0,0,2,12,21,48,-1,19,2,24,15,67,-548,8,2,25,65,82,25,40,2,30,6,242,0,0,2,33,9,359,-373,19,5,3,13,44,-900,20,6,1,25,200,-47,27,6,2,54,279,-10,43,6,3,21,335,-15,36,6,10,23,69,1,34,6,11,80,45,8,44,6,12,49,260,57,41,6,19,14,359,21,19,6,20,32,57,-64,28,6,21,15,114,49,31,
295391200,34,0,1,7,55,0,0,0,10,18,328,-2,37,0,11,16,44,-251,25,0,13,50,169,-16,42,0,15,59,233,11,43,0,17,32,123,6,42,0,18,11,30,30,21,0,19,16,146,0,0,0,20,23,300,16,37,0,24,38,272,22,39,0,28,50,68,1,36,0,30,12,98,0,0,1,123,22,164,0,33,1,136,22,195,0,0,2,2,56,232,5,38,2,3,30,188,-5,36,2,7,24,315,0,35,2,8,53,256,-8,39,2,11,11,99,0,0,2,12,21,48,-15,19,2,24,15,67,188,8,2,25,65,82,23,40,2,30,6,242,0,0,2,33,9,359,-371,19,5,3,13,44,-902,20,6,1,25,200,-40,26,6,2,54,279,-10,43,6,3,21,335,-15,36,6,10,23,69,-1,34,6,11,80,45,8,44,6,12,49,260,56,41,6,19,14,359,22,19,6,20,32,57,-60,28,6,21,15,114,39,31,
295391400,34,0,1,7,55,0,0,0,10,18,328,-2,37,0,11,16,44,-248,25,0,13,50,169,-15,42,0,15,59,233,12,43,0,17,32,123,7,41,0,18,11,30,28,21,0,19,16,146,0,0,0,20,23,300,15,37,0,24,38,272,22,39,0,28,50,68,2,36,0,30,12,98,0,0,1,123,22,164,0,33,1,136,22,195,0,0,2,2,56,232,4,38,2,3,30,188,-6,36,2,7,24,315,-1,35,2,8,53,256,-9,39,2,11,11,99,0,0,2,12,21,48,-20,19,2,24,15,67,187,8,2,25,65,82,24,40,2,30,6,242,0,0,2,33,9,359,-373,19,5,3,13,44,-903,20,6,1,25,200,-33,26,6,2,54,279,-11,43,6,3,21,335,-15,36,6,10,23,69,-1,34,6,11,80,45,7,44,6,12,49,260,58,41,6,19,14,359,20,18,6,20,32,57,-39,28,6,21,15,114,58,31,
295391600,34,0,1,7,55,0,0,0,10,18,328,-2,37,0,11,16,44,-245,26,0,13,50,169,-16,42,0,15,59,233,11,43,0,17,32,123,7,40,0,18,11,30,36,21,0,19,16,146,0,0,0,20,23,300,15,37,0,24,38,272,22,39,0,28,50,68,2,36,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,1,38,2,3,30,188,-8,36,2,7,24,315,2,35,2,8,53,256,-10,39,2,11,11,99,0,0,2,12,21,48,-30,20,2,24,15,67,187,12,2,25,65,82,26,40,2,30,6,242,0,0,2,33,9,359,-370,19,5,3,13,44,-894,20,6,1,25,200,-28,26,6,2,54,279,-12,43,6,3,21,335,-15,36,6,10,23,69,-4,34,6,11,80,45,7,44,6,12,49,260,58,41,6,19,14,359,19,18,6,20,32,57,-27,28,6,21,15,114,68,30,
295391800,34,0,1,7,55,0,0,0,10,18,328,-3,37,0,11,16,44,-231,26,0,13,50,169,-17,42,0,15,59,233,11,43,0,17,32,123,7,40,0,18,11,30,41,21,0,19,16,146,0,0,0,20,23,300,13,37,0,24,38,272,21,39,0,28,50,68,3,33,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,2,38,2,3,30,188,-8,36,2,7,24,315,3,35,2,8,53,256,-12,39,2,11,11,99,0,0,2,12,21,48,-40,20,2,24,15,67,186,12,2,25,65,82,25,40,2,30,6,242,0,0,2,33,9,359,-375,18,5,3,13,44,-897,19,6,1,25,200,-35,26,6,2,54,279,-12,43,6,3,21,335,-15,36,6,10,23,69,-5,34,6,11,80,45,6,44,6,12,49,260,57,41,6,19,14,359,19,18,6,20,32,57,-17,28,6,21,15,114,51,30,
295392000,34,0,1,7,55,0,0,0,10,18,328,-3,37,0,11,16,44,-219,26,0,13,50,169,-16,42,0,15,59,233,10,43,0,17,32,123,9,41,0,18,11,30,32,21,0,19,16,146,0,0,0,20,23,300,13,37,0,24,38,272,20,39,0,28,50,68,4,33,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,2,38,2,3,30,188,-8,36,2,7,24,315,2,35,2,8,53,256,-14,39,2,11,11,99,0,0,2,12,21,48,-39,21,2,24,15,67,186,11,2,25,65,82,26,40,2,30,6,242,0,0,2,33,9,359,-362,18,5,3,13,44,-899,19,6,1,25,200,-34,26,6,2,54,279,-12,43,6,3,21,335,-14,36,6,10,23,69,-7,34,6,11,80,45,6,44,6,12,49,260,57,41,6,19,14,359,17,18,6,20,32,57,-12,27,6,21,15,114,42,31,
295392200,34,0,1,7,55,0,0,0,10,18,328,-3,37,0,11,16,44,-215,26,0,13,50,169,-15,42,0,15,59,233,11,43,0,17,32,123,9,41,0,18,11,30,30,21,0,19,16,146,0,0,0,20,23,300,11,37,0,24,38,272,20,39,0,28,50,68,4,33,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,1,38,2,3,30,188,-8,35,2,7,24,315,1,35,2,8,53,256,-10,39,2,11,11,99,0,0,2,12,21,48,-42,21,2,24,15,67,185,11,2,25,65,82,23,40,2,30,6,242,0,0,2,33,9,359,-350,18,5,3,13,44,-903,19,6,1,25,200,-37,26,6,2,54,279,-11,43,6,3,21,335,-14,36,6,10,23,69,-9,34,6,11,80,45,4,44,6,12,49,260,56,41,6,19,14,359,18,18,6,20,32,57,11,27,6,21,15,114,44,31,
295392400,34,0,1,7,55,0,0,0,10,18,328,-3,37,0,11,16,44,-208,26,0,13,50,169,-15,42,0,15,59,233,10,43,0,17,32,123,11,41,0,18,11,30,25,20,0,19,16,146,0,0,0,20,23,300,10,37,0,24,38,272,21,40,0,28,50,68,3,33,0,30,12,98,0,0,1,123,22,164,0,34,1,136,22,195,0,0,2,2,56,232,2,38,2,3,30,188,-7,35,2,7,24,315,-1,35,2,8,53,256,-9,39,2,11,11,99,0,0,2,12,21,48,-44,21,2,24,15,67,185,9,2,25,65,82,23,40,2,30,6,242,0,0,2,33,9,359,-343,18,5,3,13,44,-901,19,6,1,25,200,-33,26,6,2,54,279,-12,43,6,3,21,335,-13,36,6,10,23,69,-11,34,6,11,80,45,3,44,6,12,49,260,55,41,6,19,14,359,14,18,6,20,32,57,10,27,6,21,15,114,38,31,
