_ID_,bar,barTemp,humidity,mslBar,time
8,100.399536,51.8822975,3.09508109,77.3931732,1520.6916433105944
13,100.391296,51.8822975,3.20161319,78.0852661,1520.6996433109744
21,100.39489,51.8873596,2.91708207,77.7833633,1520.7076433113543
28,100.394043,51.8822975,2.95895195,77.854393,1520.7196433119243
33,100.39489,51.8873596,3.31954408,77.7833633,1520.7276433123043
38,100.394043,51.8822975,3.01222062,77.854393,1520.7356433126843
43,100.403984,51.8924217,2.98767042,77.0192413,1520.7436433130642
46,100.398491,51.8924217,3.15339422,77.4809494,1520.7516433134442
51,100.39489,51.8873596,3.07097006,77.7833633,1520.7596433138242
57,100.401237,51.8924217,2.96399498,77.2500992,1520.7716433143942
62,100.399345,51.8974876,3.06417775,77.408905,1520.7796433147741
67,100.395744,51.8924217,2.7272315,77.7113113,1520.7876433151541
73,100.401237,51.8924217,3.01134586,77.2500992,1520.7957104494562
78,100.397636,51.8873596,2.77502537,77.5524979,1520.8037104498362
82,100.397453,51.9025497,2.79738283,77.5677109,1520.8117104502162
85,100.399345,51.8974876,2.97539496,77.408905,1520.8197104505962
90,100.395744,51.8924217,2.96991396,77.7113113,1520.8317104511661
102,100.398491,51.8924217,3.094208,77.4809494,1520.8557104523061
107,100.402092,51.8974876,3.08193421,77.1780472,1520.8637104526861
110,100.402939,51.9025497,2.73818946,77.1070175,1520.871710453066
118,100.395744,51.8924217,3.19482398,77.7113113,1520.883710453636
126,100.401237,51.8924217,2.9403193,77.2500992,1520.8916860352037
135,100.399536,51.8822975,2.97670817,77.3931732,1520.9076860359637
140,100.398491,51.8924217,3.08237076,77.4809494,1520.9156860363437
148,100.396599,51.8974876,3.01090837,77.6397629,1520.9356860372936
153,100.395744,51.8924217,3.02910209,77.7113113,1520.9436860376736
160,100.39196,51.9025497,2.95128131,78.0294571,1520.9596860384336
165,100.395744,51.8924217,3.07053328,77.7113113,1520.9676860388136
172,100.39489,51.8873596,2.86381149,77.7833633,1520.9876860397635
178,100.399536,51.8822975,3.0595696,77.3931732,1520.9956616213312
183,100.398491,51.8924217,2.98767042,77.4809494,1521.0036616217112
187,100.39679,51.8822975,2.76954627,77.6235275,1521.0116616220912
192,100.397453,51.9025497,2.76186705,77.5677109,1521.0196616224712
197,100.396599,51.8974876,2.89252901,77.6397629,1521.0276616228512
203,100.398491,51.8924217,3.20666099,77.4809494,1521.0396616234211
206,100.397453,51.9025497,3.02230883,77.5677109,1521.0476616238011
211,100.395744,51.8924217,2.95215726,77.7113113,1521.0556616241811
216,100.401237,51.8924217,3.08237076,77.2500992,1521.0636616245611
219,100.39489,51.8873596,3.00586438,77.7833633,1521.071661624941
224,100.396599,51.8974876,3.24765515,77.6397629,1521.079661625321
235,100.398491,51.8924217,2.81010056,77.4809494,1521.0916372070787
239,100.395744,51.8924217,3.12971997,77.7113113,1521.0996372074587
244,100.401237,51.8924217,3.07053328,77.2500992,1521.1076372078387
255,100.400383,51.8873596,2.79278278,77.3216324,1521.1316372089786
265,100.398491,51.8924217,2.98767042,77.4809494,1521.1516372099286
270,100.392998,51.8924217,2.90480566,77.9421844,1521.1596372103086
275,100.401237,51.8924217,3.25400853,77.2500992,1521.1676372106886
280,100.406731,51.8924217,3.17706847,76.7884064,1521.1756372110685
285,100.398491,51.8924217,3.15931273,77.4809494,1521.1836372114485
292,100.401237,51.8924217,2.92848158,77.2500992,1521.1957043459406
304,100.395744,51.8924217,3.094208,77.7113113,1521.2197043470806
309,100.401237,51.8924217,3.11788273,77.2500992,1521.2277043474605
314,100.399345,51.8974876,2.88661003,77.408905,1521.2357043478405
319,100.402092,51.8974876,2.99907064,77.1780472,1521.2437043482205
325,100.397636,51.8873596,3.09464455,77.5524979,1521.2557043487905
330,100.39489,51.8873596,3.18934083,77.7833633,1521.2637043491704
333,100.398491,51.8924217,3.04685855,77.4809494,1521.2717043495504
338,100.397453,51.9025497,3.01047111,77.5677109,1521.2797043499304
345,100.398491,51.8924217,2.96991396,77.4809494,1521.2877043503104
352,100.401237,51.8924217,3.22441626,77.2500992,1521.2956799318781
358,100.396599,51.8974876,2.84517622,77.6397629,1521.3076799324481
364,100.398491,51.8924217,2.79826236,77.4809494,1521.3156799328281
369,100.395744,51.8924217,2.91664362,77.7113113,1521.323679933208
372,100.402092,51.8974876,2.86885262,77.1780472,1521.331679933588
377,100.396599,51.8974876,2.95763826,77.6397629,1521.339679933968
382,100.39489,51.8873596,2.85789251,77.7833633,1521.347679934348
388,100.392998,51.8924217,2.78642392,77.9421844,1521.3596799349179
393,100.395744,51.8924217,3.00542688,77.7113113,1521.3676799352979
398,100.396599,51.8974876,2.85701442,77.6397629,1521.3756799356779
402,100.395744,51.8924217,3.20074248,77.7113113,1521.3836799360579
409,100.392998,51.8924217,3.39012885,77.9421844,1521.3996555180056
416,100.397453,51.9025497,2.91576672,77.5677109,1521.4116555185756
420,100.390251,51.8924217,3.14155722,78.1730499,1521.4196555189556
425,100.39196,51.9025497,3.12884784,78.0294571,1521.4276555193355
430,100.396599,51.8974876,3.24173665,77.6397629,1521.4356555197155
434,100.39196,51.9025497,3.21170902,78.0294571,1521.4436555200955
437,100.401237,51.8924217,3.35461974,77.2500992,1521.4516555204755
444,100.402092,51.8974876,2.91620517,77.1780472,1521.4636555210454
447,100.39196,51.9025497,2.83881783,78.0294571,1521.4716555214254
452,100.397453,51.9025497,3.11701035,77.5677109,1521.4796555218054
459,100.402939,51.9025497,2.83289838,77.1070175,1521.4876555221854
467,100.405876,51.8873596,3.3432169,76.8604431,1521.4956311037531
471,100.402939,51.9025497,2.91576672,77.1070175,1521.5036311041331
478,100.394707,51.9025497,2.99863315,77.798584,1521.5156311047031
483,100.401237,51.8924217,3.17114997,77.2500992,1521.523631105083
486,100.403763,51.9076118,2.79104066,77.0380173,1521.531631105463
491,100.395744,51.8924217,2.96399498,77.7113113,1521.539631105843
495,100.396599,51.8974876,3.21214414,77.6397629,1521.547631106223
500,100.401237,51.8924217,2.92848158,77.2500992,1521.555631106603
505,100.398491,51.8924217,2.70355439,77.4809494,1521.5676311071729
510,100.395744,51.8924217,3.08237076,77.7113113,1521.5756311075529
521,100.390251,51.8924217,3.21257949,78.1730499,1521.599698242615
526,100.393852,51.8974876,3.12336516,77.870636,1521.607698242995
533,100.401237,51.8924217,2.9403193,77.2500992,1521.6196982435649
537,100.395744,51.8924217,3.01134586,77.7113113,1521.6276982439449
542,100.402939,51.9025497,3.16436005,77.1070175,1521.6356982443249
546,100.400192,51.9025497,3.24722028,77.3378754,1521.6436982447049
549,100.402939,51.9025497,2.75002813,77.1070175,1521.6516982450848
554,100.398491,51.8924217,3.15339422,77.4809494,1521.6596982454648
560,100.403984,51.8924217,2.85153437,77.0192413,1521.6716982460348
565,100.405685,51.9025497,2.7855444,76.8761749,1521.6796982464148
572,100.401237,51.8924217,3.10604548,77.2500992,1521.6876982467948
585,100.400192,51.9025497,2.61979961,77.3378754,1521.7116738291224
591,100.401237,51.8924217,2.92848158,77.2500992,1521.7236738296924
598,100.402092,51.8974876,3.05234027,77.1780472,1521.7396738304524
603,100.402939,51.9025497,2.94536209,77.1070175,1521.7476738308324
611,100.401237,51.8924217,3.03502107,77.2500992,1521.7636738315923
614,100.397453,51.9025497,3.02230883,77.5677109,1521.7716738319723
621,100.395744,51.8924217,2.99950814,77.7113113,1521.7836738325423
625,100.396599,51.8974876,2.89252901,77.6397629,1521.79164941411
630,100.403763,51.9076118,3.05740213,77.0380173,1521.79964941449
635,100.397453,51.9025497,2.57244229,77.5677109,1521.80764941487
645,100.395744,51.8924217,2.69171572,77.7113113,1521.8236494156299
650,100.402939,51.9025497,3.06374097,77.1070175,1521.8356494161999
654,100.400192,51.9025497,2.69083405,77.3378754,1521.8436494165799
661,100.394707,51.9025497,3.10517263,77.798584,1521.8596494173398
665,100.395744,51.8924217,2.95215726,77.7113113,1521.8676494177198
669,100.391106,51.8974876,3.22989964,78.1009979,1521.8756494180998
677,100.401237,51.8924217,2.68579626,77.2500992,1521.8876494186698
685,100.402939,51.9025497,3.15252256,77.1070175,1521.8956250002375
690,100.397453,51.9025497,3.15252256,77.5677109,1521.9036250006175
694,100.401237,51.8924217,3.18890548,77.2500992,1521.9116250009974
699,100.394707,51.9025497,2.73818946,77.798584,1521.9196250013774
704,100.396599,51.8974876,3.14703989,77.6397629,1521.9276250017574
709,100.401237,51.8924217,2.71539283,77.2500992,1521.9396250023274
714,100.396599,51.8974876,2.7741456,77.6397629,1521.9476250027074
723,100.402939,51.9025497,2.61979961,77.1070175,1521.9636250034673
726,100.39827,51.9076118,3.09291553,77.4992218,1521.9716250038473
731,100.397453,51.9025497,3.08149743,77.5677109,1521.9796250042273
737,100.396599,51.8974876,3.01090837,77.6397629,1521.9916921387194
742,100.401237,51.8924217,3.01134586,77.2500992,1521.9996921390994
747,100.402939,51.9025497,2.97495723,77.1070175,1522.0076921394793
753,100.393852,51.8974876,3.01682734,77.870636,1522.0156921398593
758,100.402939,51.9025497,3.01047111,77.1070175,1522.0236921402393
761,100.396599,51.8974876,2.98723292,77.6397629,1522.0316921406193
768,100.397453,51.9025497,3.09333515,77.5677109,1522.0436921411892
771,100.405685,51.9025497,2.8861711,76.8761749,1522.0516921415692
775,100.402939,51.9025497,2.85657525,77.1070175,1522.0596921419492
780,100.410103,51.9126778,2.95042205,76.5053101,1522.0676921423292
785,100.39827,51.9076118,3.14026594,77.4992218,1522.0756921427092
789,100.397453,51.9025497,2.98679519,77.5677109,1522.0836921430891
803,100.39827,51.9076118,3.12842846,77.4992218,1522.1036677252268
807,100.403763,51.9076118,2.956779,77.0380173,1522.1116677256068
811,100.394707,51.9025497,2.93352413,77.798584,1522.1196677259868
815,100.401237,51.8924217,2.92848158,77.2500992,1522.1276677263668
820,100.397453,51.9025497,3.28273129,77.5677109,1522.1356677267468
829,100.402939,51.9025497,2.85657525,77.1070175,1522.1556677276967
834,100.397453,51.9025497,2.7855444,77.5677109,1522.1636677280767
837,100.401871,51.9126778,2.84387541,77.1968231,1522.1716677284567
841,100.400192,51.9025497,2.67899489,77.3378754,1522.1796677288366
846,100.402092,51.8974876,2.73862982,77.1780472,1522.1876677292166
851,100.395744,51.8924217,2.99950814,77.7113113,1522.1996433109744
860,100.401871,51.9126778,3.05696511,77.1968231,1522.2156433117343
864,100.397453,51.9025497,2.93944311,77.5677109,1522.2236433121143
867,100.403763,51.9076118,3.28231359,77.0380173,1522.2316433124943
871,100.39196,51.9025497,3.48987174,78.0294571,1522.2396433128743
881,100.397453,51.9025497,3.37742567,77.5677109,1522.2596433138242
886,100.39196,51.9025497,3.18803453,78.0294571,1522.2676433142042
895,100.396599,51.8974876,2.90436721,77.6397629,1522.2836433149641
903,100.40461,51.9126778,3.32922769,76.9664764,1522.2916188965319
907,100.400192,51.9025497,3.18803453,77.3378754,1522.2996188969119
914,100.394707,51.9025497,3.12884784,77.798584,1522.3116188974818
919,100.402939,51.9025497,2.93944311,77.1070175,1522.3196188978618
923,100.396599,51.8974876,3.05825901,77.6397629,1522.3276188982418
927,100.397453,51.9025497,3.16436005,77.5677109,1522.3356188986218
932,100.402939,51.9025497,3.11701035,77.1070175,1522.3436188990017
935,100.403763,51.9076118,2.92126441,77.0380173,1522.3516188993817
942,100.399124,51.9126778,2.6189332,77.4276733,1522.3636188999517
945,100.397453,51.9025497,3.42477179,77.5677109,1522.3716189003317
953,100.396599,51.8974876,2.81558013,77.6397629,1522.3876189010916
959,100.402939,51.9025497,3.16436005,77.1070175,1522.3956860353937
963,100.397453,51.9025497,3.23538327,77.5677109,1522.4036860357737
969,100.403763,51.9076118,2.93902183,77.0380173,1522.4156860363437
974,100.405685,51.9025497,3.14068508,76.8761749,1522.4236860367237
977,100.397453,51.9025497,2.98679519,77.5677109,1522.4316860371036
982,100.402939,51.9025497,2.80330229,77.1070175,1522.4396860374836
987,100.397453,51.9025497,2.97495723,77.5677109,1522.4476860378636
992,100.400192,51.9025497,2.93944311,77.3378754,1522.4556860382436
998,100.394707,51.9025497,3.15252256,77.798584,1522.4676860388136
1002,100.396599,51.8974876,2.7741456,77.6397629,1522.4756860391935
1006,100.397453,51.9025497,3.42477179,77.5677109,1522.4836860395735
1014,100.407356,51.9126778,3.28779793,76.736145,1522.4916616211412
1019,100.39827,51.9076118,3.08107781,77.4992218,1522.4996616215212
1023,100.397453,51.9025497,3.17619729,77.5677109,1522.5076616219012
1030,100.402939,51.9025497,2.98679519,77.1070175,1522.5196616224712
1034,100.401016,51.9076118,3.24680233,77.268364,1522.5276616228512
1039,100.402939,51.9025497,3.08741641,77.1070175,1522.5356616232311
1044,100.399124,51.9126778,2.92674518,77.4276733,1522.5436616236111
1051,100.394707,51.9025497,3.12884784,77.798584,1522.5596616243711
1056,100.402939,51.9025497,3.02230883,77.1070175,1522.571661624941
1064,100.400192,51.9025497,2.89209032,77.3378754,1522.587661625701
1070,100.399124,51.9126778,3.2582047,77.4276733,1522.5956372072687
1075,100.40461,51.9126778,3.05696511,76.9664764,1522.6036372076487
1079,100.399124,51.9126778,2.55973554,77.4276733,1522.6116372080287
1087,100.393852,51.8974876,3.28316593,77.870636,1522.6236372085987
1090,100.402939,51.9025497,2.90392852,77.1070175,1522.6316372089786
1094,100.400192,51.9025497,3.06965995,77.3378754,1522.6396372093586
1103,100.402092,51.8974876,2.70903301,77.1780472,1522.6556372101186
1108,100.399124,51.9126778,2.84979486,77.4276733,1522.6636372104986
1114,100.392776,51.9076118,2.98637438,77.9609528,1522.6756372110685
1119,100.39196,51.9025497,2.80922151,78.0294571,1522.6836372114485
1127,100.402939,51.9025497,2.85657525,77.1070175,1522.6916127930162
1131,100.399124,51.9126778,2.91490674,77.4276733,1522.6996127933962
1136,100.39196,51.9025497,2.92760491,78.0294571,1522.7076127937762
1142,100.397453,51.9025497,2.75002813,77.5677109,1522.7156127941562
1147,100.392776,51.9076118,3.04556417,77.9609528,1522.7236127945362
1153,100.39196,51.9025497,2.88025212,78.0294571,1522.7356127951061
1158,100.399124,51.9126778,3.2582047,77.4276733,1522.7436127954861
1161,100.397453,51.9025497,3.17619729,77.5677109,1522.7516127958661
1166,100.393631,51.9126778,2.86755276,77.8889008,1522.7596127962461
1171,100.399124,51.9126778,3.30555344,77.4276733,1522.7676127966261
1176,100.401871,51.9126778,2.93858361,77.1968231,1522.775612797006
1182,100.390884,51.9126778,3.34698319,78.1197739,1522.787612797576
1188,100.395332,51.922802,3.16855264,77.7463226,1522.7956799318781
1193,100.393631,51.9126778,3.19901776,77.8889008,1522.8036799322581
1197,100.399124,51.9126778,2.89122987,77.4276733,1522.8116799326381
1204,100.394707,51.9025497,3.15844131,77.798584,1522.827679933398
1210,100.399124,51.9126778,3.09839773,77.4276733,1522.839679933968
1215,100.402939,51.9025497,3.03414679,77.1070175,1522.847679934348
1224,100.400192,51.9025497,3.14660382,77.3378754,1522.8636799351079
1227,100.399124,51.9126778,2.91490674,77.4276733,1522.8716799354879
1242,100.402939,51.9025497,2.95128131,77.1070175,1522.8916555176256
1247,100.401871,51.9126778,3.00961304,77.1968231,1522.8996555180056
1252,100.396378,51.9126778,2.86755276,77.6580353,1522.9076555183856
1258,100.399124,51.9126778,3.21085525,77.4276733,1522.9156555187656
1262,100.397453,51.9025497,3.33007884,77.5677109,1522.9236555191455
1265,100.403763,51.9076118,2.5601778,77.0380173,1522.9316555195255
1273,100.393631,51.9126778,3.11023569,77.8889008,1522.9436555200955
1276,100.401016,51.9076118,2.98637438,77.268364,1522.9516555204755
1281,100.401871,51.9126778,3.14574885,77.1968231,1522.9596555208554
1286,100.397453,51.9025497,2.91576672,77.5677109,1522.9676555212354
1291,100.401871,51.9126778,2.92674518,77.1968231,1522.9756555216154
1296,100.40461,51.9126778,3.05696511,76.9664764,1522.9836555219954
1303,100.399124,51.9126778,2.75508428,77.4276733,1522.9956311037531
1310,100.392776,51.9076118,2.80287933,77.9609528,1523.0116311045131
1315,100.401871,51.9126778,2.9030683,77.1968231,1523.0196311048931
1319,100.396378,51.9126778,3.06880307,77.6580353,1523.027631105273
1324,100.399124,51.9126778,3.03328919,77.4276733,1523.035631105653
1330,100.39827,51.9076118,2.84431458,77.4992218,1523.047631106223
1334,100.400826,51.922802,2.7542038,77.2845993,1523.055631106603
1339,100.396378,51.9126778,3.2049365,77.6580353,1523.0636311069829
1342,100.399124,51.9126778,3.08064103,77.4276733,1523.0716311073629
1347,100.395523,51.9076118,2.93902183,77.7300873,1523.0796311077429
1354,100.400826,51.922802,2.90811062,77.2845993,1523.0876311081229
1363,100.399124,51.9126778,2.83795619,77.4276733,1523.0996066898806
1368,100.39003,51.9076118,2.70224905,78.1918335,1523.1076066902606
1374,100.399124,51.9126778,2.98593664,77.4276733,1523.1156066906406
1379,100.394478,51.9177399,3.17490721,77.8178635,1523.1236066910205
1382,100.399124,51.9126778,3.14574885,77.4276733,1523.1316066914005
1386,100.401871,51.9126778,3.10431671,77.1968231,1523.1396066917805
1391,100.399124,51.9126778,2.87939119,77.4276733,1523.1476066921605
1397,100.401871,51.9126778,2.84387541,77.1968231,1523.1596066927304
1402,100.399124,51.9126778,2.87939119,77.4276733,1523.1676066931104
1406,100.39827,51.9076118,2.70224905,77.4992218,1523.1756066934904
1410,100.399124,51.9126778,3.30555344,77.4276733,1523.1836066938704
1414,100.403572,51.922802,3.2454977,77.0537415,1523.1915822754381
1419,100.399124,51.9126778,3.27004194,77.4276733,1523.1995822758181
1426,100.400826,51.922802,2.91994929,77.2845993,1523.2115822763881
1431,100.399124,51.9126778,3.13982987,77.4276733,1523.2195822767681
1439,100.400826,51.922802,2.74236465,77.2845993,1523.235582277528
1443,100.40461,51.9126778,3.12799215,76.9664764,1523.243582277908
1446,100.39196,51.9025497,2.77962494,78.0294571,1523.251582278288
1454,100.395523,51.9076118,3.19945312,77.7300873,1523.2635822788579
1457,100.401871,51.9126778,3.24636745,77.1968231,1523.2715822792379
1462,100.393631,51.9126778,2.98001766,77.8889008,1523.2795822796179
1469,100.399124,51.9126778,2.99777484,77.4276733,1523.2875822799979
1486,100.400826,51.922802,3.20998478,77.2845993,1523.3156494152499
1493,100.399124,51.9126778,2.74916458,77.4276733,1523.3316494160099
1498,100.397224,51.9177399,2.92630696,77.586998,1523.3396494163899
1503,100.40461,51.9126778,2.95042205,76.9664764,1523.3476494167699
1508,100.394478,51.9177399,3.03877115,77.8178635,1523.3556494171498
1513,100.399124,51.9126778,2.72548652,77.4276733,1523.3676494177198
1518,100.406319,51.922802,3.16263366,76.8229065,1523.3756494180998
1523,100.399124,51.9126778,3.34106469,77.4276733,1523.3836494184798
1531,100.400826,51.922802,2.79564095,77.2845993,1523.3996250004275
1535,100.399971,51.9177399,3.02693295,77.3566437,1523.4076250008075
1542,100.40461,51.9126778,2.93858361,76.9664764,1523.4196250013774
1547,100.405464,51.9177399,3.22225761,76.8949432,1523.4276250017574
1552,100.396378,51.9126778,2.86755276,77.6580353,1523.4356250021374
1557,100.392776,51.9076118,2.88574934,77.9609528,1523.4436250025174
1560,100.40461,51.9126778,2.96817946,76.9664764,1523.4516250028973
1565,100.402718,51.9177399,3.09204245,77.1257935,1523.4596250032773
1571,100.40461,51.9126778,2.87939119,76.9664764,1523.4716250038473
1576,100.406319,51.922802,2.84299707,76.8229065,1523.4796250042273
1583,100.400826,51.922802,2.59437037,77.2845993,1523.4876250046073
1591,100.399124,51.9126778,2.96817946,77.4276733,1523.495600586175
1608,100.398079,51.922802,2.97322297,77.5154495,1523.5316005878849
1613,100.401871,51.9126778,2.9030683,77.1968231,1523.5396005882649
1618,100.399124,51.9126778,2.95042205,77.4276733,1523.5476005886449
1623,100.395332,51.922802,2.83115792,77.7463226,1523.5556005890248
1628,100.399124,51.9126778,3.05696511,77.4276733,1523.5636005894048
1631,100.400826,51.922802,3.19814706,77.2845993,1523.5716005897848
1639,100.402718,51.9177399,2.99733734,77.1257935,1523.5836005903548
1643,100.395332,51.922802,3.10344386,77.7463226,1523.5915761719225
1647,100.406319,51.922802,3.31060386,76.8229065,1523.5995761723025
1652,100.395332,51.922802,3.04425311,77.7463226,1523.6075761726825
1658,100.398079,51.922802,3.04425311,77.5154495,1523.6155761730624
1663,100.403572,51.922802,3.07384872,77.0537415,1523.6235761734424
1669,100.400826,51.922802,2.59437037,77.2845993,1523.6355761740124
1674,100.40461,51.9126778,2.50053668,76.9664764,1523.6435761743924
1677,100.398079,51.922802,2.83115792,77.5154495,1523.6515761747723
1681,100.406319,51.922802,3.02057648,76.8229065,1523.6595761751523
1686,100.395332,51.922802,2.70092678,77.7463226,1523.6675761755323
1690,100.399124,51.9126778,2.85571408,77.4276733,1523.6755761759123
1698,100.403572,51.922802,2.77196264,77.0537415,1523.6875761764823
1706,100.400826,51.922802,2.89035249,77.2845993,1523.6956433107844
