_ID_,bar,barTemp,humidity,mslBar,time
3,100.665298,47.8521004,5.54998684,55.0954361,437.77993213303853
8,100.66803,47.8521004,5.29195881,54.8667107,437.78793213341851
12,100.661713,47.8470345,5.58557606,55.3960304,437.79590771498624
17,100.655396,47.8419724,5.8557086,55.9253807,437.80390771536622
22,100.663429,47.8571625,5.72550106,55.2523079,437.81590771593619
26,100.660858,47.8419724,5.5977087,55.4673843,437.82390771631617
31,100.661713,47.8470345,5.64421511,55.3960304,437.83190771669615
36,100.66803,47.8521004,5.70244932,54.8667107,437.83990771707613
41,100.654388,47.8521004,5.3506031,56.0098991,437.84790771745611
44,100.659843,47.8521004,5.70244932,55.5524025,437.85590771783609
49,100.655396,47.8419724,5.15202713,55.9253807,437.86390771821607
55,100.658829,47.8622246,5.42016172,55.6374207,437.87590771878604
61,100.662575,47.8521004,5.44443226,55.3236618,437.88390771916602
72,100.657112,47.8521004,5.31541634,55.7816544,437.89997485384811
77,100.660858,47.8419724,5.3162322,55.4673843,437.90797485422809
82,100.659843,47.8521004,5.65553856,55.5524025,437.91597485460807
90,100.657974,47.8571625,5.42056847,55.7092819,437.92797485517804
93,100.665298,47.8521004,5.4796176,55.0954361,437.93597485555802
98,100.656258,47.8470345,5.67939758,55.8530083,437.943974855938
102,100.660858,47.8419724,5.43351698,55.4673843,437.95197485631797
107,100.661713,47.8470345,5.13402367,55.3960304,437.95997485669795
112,100.657112,47.8521004,5.28609419,55.7816544,437.96797485707793
115,100.661713,47.8470345,5.10470009,55.3960304,437.97597485745791
124,100.659843,47.8521004,5.54998684,55.5524025,437.98797485802788
128,100.660858,47.8419724,5.90261555,55.4673843,437.99595043959562
132,100.657112,47.8521004,6.03080654,55.7816544,438.0039504399756
144,100.662575,47.8521004,5.39165354,55.3236618,438.02795044111554
150,100.660698,47.8571625,5.72550106,55.4810486,438.03995044168551
155,100.664291,47.8622246,5.53158379,55.1799431,438.04795044206548
158,100.662575,47.8521004,5.76108646,55.3236618,438.05595044244546
166,100.655243,47.8571625,5.36192465,55.9380341,438.07195044320542
171,100.657974,47.8571625,5.10974455,55.7092819,438.0799504435854
175,100.657112,47.8521004,5.57344294,55.7816544,438.08795044396538
184,100.660698,47.8571625,5.43229723,55.4810486,438.09992602572311
189,100.662575,47.8521004,5.33887434,55.3236618,438.10792602610309
198,100.657112,47.8521004,5.03977633,55.7816544,438.12392602686305
202,100.663429,47.8571625,6.03040648,55.2523079,438.13192602724303
207,100.664291,47.8622246,5.71336937,55.1799431,438.13992602762301
213,100.662575,47.8521004,5.74935913,55.3236618,438.15192602819297
218,100.657112,47.8521004,5.16293716,55.7816544,438.15992602857295
222,100.659843,47.8521004,5.15120792,55.5524025,438.16792602895293
225,100.662575,47.8521004,5.64967442,55.3236618,438.17592602933291
230,100.660698,47.8571625,5.44402552,55.4810486,438.18392602971289
236,100.664291,47.8622246,5.54917622,55.1799431,438.192626953125
242,100.657112,47.8521004,5.4796176,55.7816544,438.2039016118506
246,100.662575,47.8521004,5.53825855,55.3236618,438.21190161223058
254,100.654388,47.8521004,5.19226074,56.0098991,438.22790161299054
257,100.653526,47.8470345,5.43311024,56.081768,438.23590161337052
261,100.657112,47.8521004,5.20398998,55.7816544,438.2439016137505
266,100.659843,47.8521004,5.6789937,55.5524025,438.25190161413047
272,100.658829,47.8622246,5.43189049,55.6374207,438.26390161470044
277,100.657112,47.8521004,5.65553856,55.7816544,438.27190161508042
282,100.658829,47.8622246,5.93619108,55.6374207,438.2799016154604
292,100.655243,47.8571625,5.22117519,55.9380341,438.29596875014249
296,100.657974,47.8571625,5.92486525,55.7092819,438.30396875052247
304,100.657112,47.8521004,5.38578939,55.7816544,438.31596875109244
312,100.659843,47.8521004,5.46202469,55.5524025,438.3319687518524
317,100.658829,47.8622246,5.77200842,55.6374207,438.33996875223238
321,100.657112,47.8521004,5.32714558,55.7816544,438.34796875261236
324,100.658829,47.8622246,5.73096132,55.6374207,438.35596875299234
328,100.662575,47.8521004,5.58517122,55.3236618,438.36396875337232
334,100.658829,47.8622246,5.76028061,55.6374207,438.37596875394229
352,100.664291,47.8622246,5.53744793,55.1799431,438.40794433664996
355,100.658829,47.8622246,5.69577789,55.6374207,438.41594433702994
363,100.656097,47.8622246,5.00962877,55.8666725,438.42794433759991
366,100.657974,47.8571625,5.73722839,55.7092819,438.43594433797989
371,100.657112,47.8521004,5.17466688,55.7816544,438.44394433835987
375,100.65696,47.8672867,5.45494127,55.7943077,438.45194433873985
380,100.658829,47.8622246,5.71923351,55.6374207,438.45994433911983
384,100.653374,47.8622246,5.05654955,56.0949249,438.46794433949981
391,100.656097,47.8622246,5.77200842,55.8666725,438.47994434006978
396,100.658829,47.8622246,5.40843296,55.6374207,438.48794434044976
402,100.653374,47.8622246,5.29700708,56.0949249,438.49591992201749
407,100.657974,47.8571625,5.5730381,55.7092819,438.50391992239747
414,100.660698,47.8571625,5.47334719,55.4810486,438.51191992277745
419,100.663429,47.8571625,5.83104801,55.2523079,438.51991992315743
424,100.659691,47.8672867,5.95924425,55.5655594,438.52791992353741
430,100.659843,47.8521004,5.66726589,55.5524025,438.53991992410738
435,100.658829,47.8622246,5.42016172,55.6374207,438.54791992448736
438,100.656097,47.8622246,5.51985502,55.8666725,438.55591992486734
442,100.658829,47.8622246,5.72509718,55.6374207,438.56391992524732
465,100.653374,47.8622246,5.45534801,56.0949249,438.61589550890494
470,100.658829,47.8622246,5.45534801,55.6374207,438.62389550928492
475,100.653374,47.8622246,5.57263279,56.0949249,438.6318955096649
480,100.656097,47.8622246,5.64300203,55.8666725,438.63989551004488
486,100.659843,47.8521004,5.52653074,55.5524025,438.65189551061485
491,100.653374,47.8622246,5.46121216,56.0949249,438.65989551099483
496,100.654228,47.8672867,5.31419277,56.0230598,438.66789551137481
499,100.658829,47.8622246,5.06827927,55.6374207,438.67589551175479
505,100.665146,47.8672867,5.2086277,55.1080856,438.68389551213477
513,100.660545,47.8723488,5.45453501,55.4936981,438.69259643554688
519,100.653374,47.8622246,5.27941322,56.0949249,438.70396264700685
529,100.658829,47.8622246,5.47880507,55.6374207,438.71996264776681
534,100.656097,47.8622246,5.58436108,55.8666725,438.72796264814679
537,100.666,47.8723488,5.61873674,55.0367355,438.73596264852677
542,100.662415,47.8672867,5.30246353,55.337326,438.74396264890675
548,100.653374,47.8622246,5.64300203,56.0949249,438.75596264947671
553,100.658829,47.8622246,5.58436108,55.6374207,438.76396264985669
558,100.65509,47.8723488,5.68910599,55.9506874,438.77196265023667
563,100.659691,47.8672867,5.24381638,55.5655594,438.77996265061665
568,100.660545,47.8723488,5.31378508,55.4936981,438.78796265099663
572,100.65509,47.8723488,5.74188232,55.9506874,438.79593823256437
577,100.659691,47.8672867,5.30246353,55.5655594,438.80393823294435
583,100.660545,47.8723488,5.57768679,55.4936981,438.81593823351432
587,100.656097,47.8622246,5.39083958,55.8666725,438.8239382338943
592,100.659691,47.8672867,5.43734837,55.5655594,438.83193823427428
